Date,HSI,SI,PI,CI,DTI,HSI_target_7d,HSI_target_30d,HSI_target_60d,HSI_target_90d,SI_target_7d,SI_target_30d,SI_target_60d,SI_target_90d,PI_target_7d,PI_target_30d,PI_target_60d,PI_target_90d,CI_target_7d,CI_target_30d,CI_target_60d,CI_target_90d
2015-11-24,285,469,460,731,888,286.0,270.0,231.0,200.0,469.0,450.0,358.0,286.0,450.0,462.0,325.0,350.0,1046.0,470.0,254.0,197.0
2015-11-25,285,467,463,807,890,286.0,267.0,231.0,203.0,471.0,450.0,358.0,298.0,446.0,464.0,325.0,346.0,1001.0,472.0,254.0,189.0
2015-11-26,284,467,459,898,891,286.0,267.0,231.0,206.0,472.0,450.0,358.0,310.0,438.0,464.0,325.0,346.0,931.0,472.0,254.0,186.0
2015-11-27,283,467,456,989,899,286.0,267.0,229.0,209.0,470.0,450.0,350.0,321.0,433.0,464.0,312.0,346.0,890.0,472.0,242.0,182.0
2015-11-30,285,467,453,1007,904,286.0,267.0,219.0,214.0,469.0,450.0,316.0,333.0,426.0,464.0,287.0,354.0,852.0,472.0,211.0,174.0
2015-12-01,286,469,450,1046,907,286.0,267.0,216.0,214.0,465.0,450.0,304.0,333.0,420.0,464.0,282.0,354.0,870.0,472.0,217.0,174.0
2015-12-02,286,471,446,1001,926,286.0,267.0,216.0,217.0,461.0,450.0,304.0,339.0,412.0,464.0,282.0,357.0,857.0,472.0,217.0,174.0
2015-12-03,286,472,438,931,953,285.0,267.0,216.0,220.0,460.0,450.0,304.0,345.0,408.0,464.0,282.0,364.0,824.0,472.0,217.0,171.0
2015-12-04,286,470,433,890,962,282.0,267.0,212.0,227.0,455.0,450.0,299.0,350.0,410.0,464.0,282.0,374.0,779.0,472.0,217.0,166.0
2015-12-07,286,469,426,852,962,279.0,263.0,194.0,237.0,451.0,445.0,271.0,371.0,410.0,464.0,295.0,397.0,722.0,467.0,212.0,161.0
2015-12-08,286,465,420,870,962,276.0,259.0,190.0,237.0,450.0,442.0,262.0,371.0,411.0,450.0,298.0,397.0,623.0,399.0,207.0,161.0
2015-12-09,286,461,412,857,956,275.0,256.0,190.0,240.0,449.0,436.0,262.0,377.0,415.0,434.0,298.0,422.0,549.0,343.0,207.0,180.0
2015-12-10,285,460,408,824,943,274.0,251.0,190.0,243.0,448.0,430.0,262.0,386.0,421.0,420.0,298.0,447.0,524.0,314.0,207.0,178.0
2015-12-11,282,455,410,779,920,273.0,251.0,188.0,246.0,448.0,430.0,255.0,399.0,426.0,420.0,297.0,466.0,524.0,314.0,207.0,178.0
2015-12-14,279,451,410,722,920,273.0,250.0,183.0,252.0,449.0,416.0,244.0,420.0,433.0,399.0,324.0,481.0,512.0,245.0,199.0,179.0
2015-12-15,276,450,411,623,904,271.0,247.0,183.0,252.0,449.0,412.0,243.0,420.0,445.0,388.0,334.0,481.0,485.0,225.0,204.0,179.0
2015-12-16,275,449,415,549,897,270.0,245.0,183.0,255.0,449.0,402.0,243.0,427.0,457.0,381.0,334.0,481.0,469.0,198.0,204.0,186.0
2015-12-17,274,448,421,524,898,270.0,243.0,183.0,257.0,450.0,394.0,243.0,432.0,462.0,375.0,334.0,474.0,470.0,197.0,204.0,172.0
2015-12-18,273,448,426,524,897,267.0,243.0,184.0,258.0,450.0,394.0,247.0,439.0,464.0,375.0,346.0,467.0,472.0,197.0,223.0,178.0
2015-12-21,273,449,433,512,897,267.0,238.0,198.0,262.0,450.0,381.0,270.0,449.0,464.0,360.0,355.0,459.0,472.0,186.0,207.0,197.0
2015-12-22,271,449,445,485,889,267.0,237.0,200.0,262.0,450.0,372.0,286.0,449.0,464.0,346.0,350.0,459.0,472.0,206.0,197.0,197.0
2015-12-23,270,449,457,469,879,267.0,233.0,200.0,264.0,450.0,366.0,286.0,460.0,464.0,334.0,350.0,455.0,472.0,229.0,197.0,186.0
2015-12-24,270,450,462,470,873,267.0,231.0,200.0,266.0,450.0,358.0,286.0,464.0,464.0,325.0,350.0,458.0,472.0,254.0,197.0,196.0
2016-01-04,267,450,464,472,869,251.0,203.0,232.0,274.0,430.0,289.0,363.0,476.0,420.0,284.0,386.0,563.0,314.0,209.0,164.0,424.0
2016-01-05,266,449,466,462,1065,250.0,197.0,237.0,274.0,422.0,280.0,371.0,476.0,411.0,289.0,397.0,563.0,266.0,208.0,161.0,424.0
2016-01-06,263,445,464,467,1057,250.0,194.0,237.0,275.0,416.0,271.0,371.0,479.0,399.0,295.0,397.0,596.0,245.0,212.0,161.0,466.0
2016-01-07,259,442,450,399,1051,247.0,190.0,237.0,278.0,412.0,262.0,371.0,479.0,388.0,298.0,397.0,619.0,225.0,207.0,161.0,477.0
2016-01-08,256,436,434,343,1043,245.0,190.0,240.0,280.0,402.0,262.0,377.0,482.0,381.0,298.0,422.0,627.0,198.0,207.0,180.0,562.0
2016-01-11,251,430,420,314,1016,243.0,186.0,249.0,288.0,394.0,250.0,412.0,488.0,375.0,301.0,477.0,654.0,197.0,208.0,176.0,733.0
2016-01-12,250,422,411,266,988,240.0,184.0,252.0,288.0,388.0,247.0,420.0,488.0,369.0,312.0,481.0,654.0,185.0,206.0,179.0,733.0
2016-01-13,250,416,399,245,957,238.0,183.0,252.0,290.0,381.0,244.0,420.0,492.0,360.0,324.0,481.0,666.0,186.0,199.0,179.0,744.0
2016-01-14,247,412,388,225,929,237.0,183.0,252.0,296.0,372.0,243.0,420.0,498.0,346.0,334.0,481.0,678.0,206.0,204.0,179.0,744.0
2016-01-15,245,402,381,198,906,233.0,183.0,255.0,309.0,366.0,243.0,427.0,506.0,334.0,334.0,481.0,700.0,229.0,204.0,186.0,831.0
2016-01-18,243,394,375,197,897,231.0,186.0,260.0,328.0,358.0,252.0,445.0,525.0,325.0,357.0,463.0,740.0,254.0,223.0,197.0,1030.0
2016-01-19,240,388,369,185,882,229.0,193.0,262.0,328.0,350.0,259.0,449.0,525.0,312.0,358.0,459.0,740.0,242.0,220.0,197.0,1030.0
2016-01-20,238,381,360,186,882,225.0,198.0,262.0,334.0,338.0,270.0,449.0,529.0,303.0,355.0,459.0,746.0,235.0,207.0,197.0,1065.0
2016-01-21,237,372,346,206,876,222.0,200.0,262.0,342.0,327.0,286.0,449.0,534.0,293.0,350.0,459.0,747.0,216.0,197.0,197.0,1022.0
2016-01-22,233,366,334,229,870,219.0,200.0,264.0,348.0,316.0,286.0,460.0,543.0,287.0,350.0,455.0,743.0,211.0,197.0,186.0,1004.0
2016-01-25,231,358,325,254,859,216.0,206.0,270.0,356.0,304.0,310.0,473.0,558.0,282.0,346.0,471.0,727.0,217.0,186.0,207.0,1087.0
2016-01-26,229,350,312,242,838,212.0,209.0,270.0,356.0,299.0,321.0,473.0,558.0,282.0,346.0,471.0,727.0,217.0,182.0,207.0,1087.0
2016-01-27,225,338,303,235,820,203.0,212.0,270.0,358.0,289.0,328.0,473.0,562.0,284.0,352.0,471.0,718.0,209.0,177.0,207.0,1135.0
2016-01-28,222,327,293,216,812,197.0,214.0,270.0,362.0,280.0,333.0,473.0,564.0,289.0,354.0,471.0,704.0,208.0,174.0,207.0,1160.0
2016-01-29,219,316,287,211,806,194.0,214.0,270.0,365.0,271.0,333.0,473.0,573.0,295.0,354.0,471.0,685.0,212.0,174.0,207.0,1137.0
2016-02-01,216,304,282,217,817,190.0,220.0,272.0,368.0,262.0,345.0,476.0,582.0,298.0,364.0,535.0,640.0,207.0,171.0,345.0,1055.0
2016-02-02,212,299,282,217,815,188.0,227.0,274.0,368.0,255.0,350.0,476.0,582.0,297.0,374.0,563.0,640.0,207.0,166.0,424.0,1055.0
2016-02-03,203,289,284,209,808,186.0,232.0,274.0,368.0,250.0,363.0,476.0,582.0,301.0,386.0,563.0,640.0,208.0,164.0,424.0,1055.0
2016-02-04,197,280,289,208,802,184.0,237.0,274.0,365.0,247.0,371.0,476.0,583.0,312.0,397.0,563.0,621.0,206.0,161.0,424.0,954.0
2016-02-05,194,271,295,212,800,183.0,237.0,275.0,365.0,244.0,371.0,479.0,583.0,324.0,397.0,596.0,607.0,199.0,161.0,466.0,915.0
2016-02-08,190,262,298,207,795,183.0,243.0,286.0,355.0,243.0,386.0,485.0,578.0,334.0,447.0,643.0,584.0,204.0,178.0,656.0,837.0
2016-02-09,188,255,297,207,791,184.0,246.0,288.0,355.0,247.0,399.0,488.0,578.0,346.0,466.0,654.0,584.0,223.0,178.0,733.0,837.0
2016-02-10,186,250,301,208,787,186.0,249.0,288.0,352.0,252.0,412.0,488.0,575.0,357.0,477.0,654.0,581.0,223.0,176.0,733.0,752.0
2016-02-11,184,247,312,206,793,193.0,252.0,288.0,349.0,259.0,420.0,488.0,567.0,358.0,481.0,654.0,583.0,220.0,179.0,733.0,713.0
2016-02-12,183,244,324,199,813,198.0,252.0,290.0,347.0,270.0,420.0,492.0,560.0,355.0,481.0,666.0,589.0,207.0,179.0,744.0,724.0
2016-02-15,183,243,334,204,819,200.0,257.0,321.0,347.0,286.0,432.0,514.0,553.0,350.0,474.0,727.0,598.0,197.0,172.0,949.0,854.0
2016-02-16,184,247,346,223,816,203.0,258.0,328.0,347.0,298.0,439.0,525.0,553.0,346.0,467.0,740.0,598.0,189.0,178.0,1030.0,854.0
2016-02-17,186,252,357,223,809,206.0,260.0,328.0,345.0,310.0,445.0,525.0,552.0,346.0,463.0,740.0,604.0,186.0,197.0,1030.0,988.0
2016-02-18,193,259,358,220,807,209.0,262.0,328.0,342.0,321.0,449.0,525.0,552.0,346.0,459.0,740.0,611.0,182.0,197.0,1030.0,954.0
2016-02-19,198,270,355,207,806,212.0,262.0,334.0,342.0,328.0,449.0,529.0,553.0,352.0,459.0,746.0,617.0,177.0,197.0,1065.0,906.0
2016-02-22,200,286,350,197,799,214.0,266.0,354.0,344.0,333.0,464.0,551.0,562.0,354.0,458.0,736.0,611.0,174.0,196.0,1085.0,870.0
2016-02-23,203,298,346,189,788,217.0,268.0,356.0,344.0,339.0,468.0,558.0,562.0,357.0,466.0,727.0,611.0,174.0,203.0,1087.0,870.0
2016-02-24,206,310,346,186,779,220.0,270.0,356.0,345.0,345.0,473.0,558.0,565.0,364.0,471.0,727.0,608.0,171.0,207.0,1087.0,848.0
2016-02-25,209,321,346,182,767,227.0,270.0,356.0,346.0,350.0,473.0,558.0,568.0,374.0,471.0,727.0,596.0,166.0,207.0,1087.0,799.0
2016-02-26,212,328,352,177,751,232.0,270.0,358.0,347.0,363.0,473.0,562.0,571.0,386.0,471.0,718.0,586.0,164.0,207.0,1135.0,793.0
2016-02-29,214,333,354,174,740,237.0,271.0,367.0,351.0,371.0,474.0,578.0,579.0,397.0,484.0,667.0,574.0,161.0,210.0,1117.0,854.0
2016-03-01,217,339,357,174,730,240.0,272.0,368.0,351.0,377.0,475.0,582.0,579.0,422.0,501.0,640.0,574.0,180.0,270.0,1055.0,854.0
2016-03-02,220,345,364,171,722,243.0,272.0,368.0,351.0,386.0,476.0,582.0,579.0,447.0,535.0,640.0,574.0,178.0,345.0,1055.0,854.0
2016-03-03,227,350,374,166,717,246.0,274.0,368.0,355.0,399.0,476.0,582.0,580.0,466.0,563.0,640.0,568.0,178.0,424.0,1055.0,861.0
2016-03-04,232,363,386,164,715,249.0,274.0,368.0,354.0,412.0,476.0,582.0,578.0,477.0,563.0,640.0,560.0,176.0,424.0,1055.0,854.0
2016-03-07,237,371,397,161,720,252.0,278.0,359.0,345.0,420.0,479.0,582.0,574.0,481.0,619.0,591.0,544.0,179.0,477.0,892.0,922.0
2016-03-08,240,377,422,180,738,255.0,280.0,355.0,345.0,427.0,482.0,578.0,574.0,481.0,627.0,584.0,544.0,186.0,562.0,837.0,922.0
2016-03-09,243,386,447,178,756,257.0,286.0,355.0,344.0,432.0,485.0,578.0,570.0,474.0,643.0,584.0,542.0,172.0,656.0,837.0,920.0
2016-03-10,246,399,466,178,771,258.0,288.0,355.0,338.0,439.0,488.0,578.0,567.0,467.0,654.0,584.0,540.0,178.0,733.0,837.0,973.0
2016-03-11,249,412,477,176,794,260.0,288.0,352.0,332.0,445.0,488.0,575.0,564.0,463.0,654.0,581.0,543.0,197.0,733.0,752.0,995.0
2016-03-14,252,420,481,179,833,262.0,296.0,347.0,322.0,449.0,498.0,555.0,557.0,459.0,678.0,597.0,542.0,197.0,744.0,798.0,1014.0
2016-03-15,255,427,481,186,861,264.0,309.0,347.0,322.0,460.0,506.0,553.0,557.0,455.0,700.0,598.0,542.0,186.0,831.0,854.0,1014.0
2016-03-16,257,432,474,172,870,266.0,321.0,347.0,317.0,464.0,514.0,553.0,554.0,458.0,727.0,598.0,543.0,196.0,949.0,854.0,1018.0
2016-03-17,258,439,467,178,865,268.0,328.0,347.0,315.0,468.0,525.0,553.0,552.0,466.0,740.0,598.0,545.0,203.0,1030.0,854.0,1000.0
2016-03-18,260,445,463,197,872,270.0,328.0,345.0,314.0,473.0,525.0,552.0,552.0,471.0,740.0,604.0,545.0,207.0,1030.0,988.0,976.0
2016-03-21,262,449,459,197,866,270.0,342.0,343.0,312.0,473.0,534.0,558.0,555.0,471.0,747.0,614.0,546.0,207.0,1022.0,870.0,897.0
2016-03-22,264,460,455,186,848,270.0,348.0,344.0,312.0,473.0,543.0,562.0,555.0,471.0,743.0,611.0,546.0,207.0,1004.0,870.0,897.0
2016-03-23,266,464,458,196,819,271.0,354.0,344.0,315.0,474.0,551.0,562.0,559.0,484.0,736.0,611.0,548.0,210.0,1085.0,870.0,873.0
2016-03-24,268,468,466,203,803,272.0,356.0,344.0,318.0,475.0,558.0,562.0,563.0,501.0,727.0,611.0,556.0,270.0,1087.0,870.0,878.0
2016-03-29,270,473,471,207,809,275.0,365.0,351.0,331.0,479.0,573.0,579.0,583.0,596.0,685.0,574.0,601.0,466.0,1137.0,854.0,919.0
2016-03-30,271,474,484,210,818,278.0,367.0,351.0,336.0,479.0,578.0,579.0,587.0,619.0,667.0,574.0,618.0,477.0,1117.0,854.0,936.0
2016-03-31,272,475,501,270,837,280.0,368.0,351.0,338.0,482.0,582.0,579.0,593.0,627.0,640.0,574.0,634.0,562.0,1055.0,854.0,955.0
2016-04-01,272,476,535,345,840,286.0,368.0,351.0,342.0,485.0,582.0,579.0,606.0,643.0,640.0,574.0,662.0,656.0,1055.0,854.0,996.0
2016-04-04,274,476,563,424,833,288.0,365.0,349.0,347.0,488.0,583.0,575.0,627.0,654.0,621.0,550.0,710.0,733.0,954.0,913.0,1049.0
2016-04-05,275,479,596,466,808,290.0,365.0,345.0,347.0,492.0,583.0,574.0,627.0,666.0,607.0,544.0,710.0,744.0,915.0,922.0,1049.0
2016-04-06,278,479,619,477,786,296.0,359.0,345.0,349.0,498.0,582.0,574.0,633.0,678.0,591.0,544.0,735.0,744.0,892.0,922.0,1034.0
2016-04-07,280,482,627,562,774,309.0,355.0,345.0,349.0,506.0,578.0,574.0,637.0,700.0,584.0,544.0,755.0,831.0,837.0,922.0,1019.0
2016-04-08,286,485,643,656,752,321.0,355.0,344.0,352.0,514.0,578.0,570.0,639.0,727.0,584.0,542.0,779.0,949.0,837.0,920.0,1008.0
2016-04-11,288,488,654,733,752,328.0,349.0,327.0,356.0,525.0,567.0,560.0,647.0,740.0,583.0,543.0,799.0,1030.0,713.0,1006.0,991.0
2016-04-12,290,492,666,744,755,334.0,347.0,322.0,356.0,529.0,560.0,557.0,647.0,746.0,589.0,542.0,799.0,1065.0,724.0,1014.0,991.0
2016-04-13,296,498,678,744,764,342.0,347.0,322.0,358.0,534.0,555.0,557.0,651.0,747.0,597.0,542.0,809.0,1022.0,798.0,1014.0,987.0
2016-04-14,309,506,700,831,782,348.0,347.0,322.0,360.0,543.0,553.0,557.0,666.0,743.0,598.0,542.0,819.0,1004.0,854.0,1014.0,1010.0
2016-04-15,321,514,727,949,788,354.0,347.0,317.0,361.0,551.0,553.0,554.0,679.0,736.0,598.0,543.0,842.0,1085.0,854.0,1018.0,1020.0
2016-04-18,328,525,740,1030,793,356.0,342.0,311.0,366.0,558.0,552.0,554.0,693.0,727.0,611.0,546.0,874.0,1087.0,954.0,927.0,1016.0
2016-04-19,334,529,746,1065,790,358.0,342.0,312.0,366.0,562.0,553.0,555.0,693.0,718.0,617.0,546.0,874.0,1135.0,906.0,897.0,1016.0
2016-04-20,342,534,747,1022,787,362.0,343.0,312.0,371.0,564.0,558.0,555.0,697.0,704.0,614.0,546.0,879.0,1160.0,870.0,897.0,986.0
2016-04-21,348,543,743,1004,777,365.0,344.0,312.0,376.0,573.0,562.0,555.0,700.0,685.0,611.0,546.0,872.0,1137.0,870.0,897.0,937.0
2016-04-22,354,551,736,1085,770,367.0,344.0,315.0,379.0,578.0,562.0,559.0,702.0,667.0,611.0,548.0,850.0,1117.0,870.0,873.0,906.0
2016-04-25,356,558,727,1087,775,368.0,346.0,329.0,386.0,582.0,568.0,577.0,698.0,640.0,596.0,585.0,806.0,1055.0,799.0,913.0,877.0
2016-04-26,358,562,718,1135,778,368.0,347.0,331.0,386.0,582.0,571.0,583.0,698.0,640.0,586.0,601.0,806.0,1055.0,793.0,919.0,877.0
2016-04-27,362,564,704,1160,774,365.0,347.0,331.0,390.0,583.0,575.0,583.0,697.0,621.0,582.0,601.0,784.0,954.0,830.0,919.0,841.0
2016-04-28,365,573,685,1137,749,365.0,351.0,331.0,392.0,583.0,579.0,583.0,690.0,607.0,574.0,601.0,752.0,915.0,854.0,919.0,803.0
2016-04-29,367,578,667,1117,740,359.0,351.0,336.0,396.0,582.0,579.0,587.0,684.0,591.0,574.0,618.0,719.0,892.0,854.0,936.0,780.0
2016-05-03,368,582,640,1055,730,352.0,354.0,347.0,401.0,575.0,578.0,627.0,671.0,581.0,560.0,710.0,673.0,752.0,854.0,1049.0,757.0
2016-05-04,365,583,621,954,717,349.0,349.0,347.0,400.0,567.0,575.0,627.0,667.0,583.0,550.0,710.0,658.0,713.0,913.0,1049.0,757.0
2016-05-05,365,583,607,915,716,347.0,345.0,347.0,397.0,560.0,574.0,627.0,663.0,589.0,544.0,710.0,648.0,724.0,922.0,1049.0,758.0
2016-05-06,359,582,591,892,713,347.0,345.0,349.0,395.0,555.0,574.0,633.0,660.0,597.0,544.0,735.0,641.0,798.0,922.0,1034.0,759.0
2016-05-09,355,578,584,837,715,347.0,338.0,354.0,392.0,553.0,567.0,644.0,647.0,598.0,540.0,792.0,638.0,854.0,973.0,1002.0,777.0
2016-05-10,352,575,581,752,715,345.0,332.0,356.0,392.0,552.0,564.0,647.0,647.0,604.0,543.0,799.0,638.0,988.0,995.0,991.0,777.0
2016-05-11,349,567,583,713,735,342.0,327.0,356.0,389.0,552.0,560.0,647.0,645.0,611.0,543.0,799.0,642.0,954.0,1006.0,991.0,770.0
2016-05-12,347,560,589,724,735,342.0,322.0,356.0,391.0,553.0,557.0,647.0,642.0,617.0,542.0,799.0,659.0,906.0,1014.0,991.0,795.0
2016-05-13,347,555,597,798,732,343.0,322.0,358.0,394.0,558.0,557.0,651.0,639.0,614.0,542.0,809.0,687.0,870.0,1014.0,987.0,833.0
2016-05-16,347,553,598,854,732,344.0,315.0,363.0,399.0,562.0,552.0,686.0,643.0,611.0,545.0,863.0,713.0,870.0,1000.0,1023.0,920.0
2016-05-17,345,552,604,988,734,345.0,314.0,366.0,399.0,565.0,552.0,693.0,643.0,608.0,545.0,874.0,713.0,848.0,976.0,1016.0,920.0
2016-05-18,342,552,611,954,736,346.0,311.0,366.0,403.0,568.0,554.0,693.0,646.0,596.0,546.0,874.0,721.0,799.0,927.0,1016.0,926.0
2016-05-19,342,553,617,906,740,347.0,312.0,366.0,405.0,571.0,555.0,693.0,652.0,586.0,546.0,874.0,726.0,793.0,897.0,1016.0,885.0
2016-05-20,343,558,614,870,747,347.0,312.0,371.0,407.0,575.0,555.0,697.0,666.0,582.0,546.0,879.0,727.0,830.0,897.0,986.0,852.0
2016-05-23,344,562,611,870,744,351.0,318.0,383.0,416.0,579.0,563.0,701.0,686.0,574.0,556.0,827.0,721.0,854.0,878.0,895.0,848.0
2016-05-24,345,565,608,848,731,351.0,322.0,386.0,416.0,579.0,570.0,698.0,686.0,574.0,569.0,806.0,721.0,854.0,897.0,877.0,848.0
2016-05-25,346,568,596,799,716,355.0,329.0,386.0,420.0,580.0,577.0,698.0,694.0,568.0,585.0,806.0,714.0,861.0,913.0,877.0,861.0
2016-05-26,347,571,586,793,723,354.0,331.0,386.0,425.0,578.0,583.0,698.0,702.0,560.0,601.0,806.0,706.0,854.0,919.0,877.0,910.0
2016-05-27,347,575,582,830,728,349.0,331.0,390.0,428.0,575.0,583.0,697.0,712.0,550.0,601.0,784.0,700.0,913.0,919.0,841.0,974.0
2016-05-31,351,579,574,854,735,344.0,342.0,401.0,432.0,570.0,606.0,671.0,719.0,542.0,662.0,673.0,674.0,920.0,996.0,757.0,986.0
2016-06-01,355,580,568,861,753,338.0,344.0,401.0,432.0,567.0,619.0,671.0,719.0,540.0,691.0,673.0,674.0,973.0,1030.0,757.0,986.0
2016-06-02,354,578,560,854,762,332.0,347.0,401.0,432.0,564.0,627.0,671.0,721.0,543.0,710.0,673.0,660.0,995.0,1049.0,757.0,978.0
2016-06-03,349,575,550,913,765,327.0,347.0,400.0,433.0,560.0,627.0,667.0,723.0,543.0,710.0,658.0,652.0,1006.0,1049.0,757.0,1002.0
2016-06-06,345,574,544,922,759,322.0,349.0,394.0,429.0,557.0,637.0,654.0,718.0,542.0,755.0,640.0,640.0,1014.0,1019.0,770.0,1079.0
2016-06-07,344,570,542,920,754,317.0,352.0,392.0,429.0,554.0,639.0,647.0,718.0,543.0,779.0,638.0,640.0,1018.0,1008.0,777.0,1079.0
2016-06-08,338,567,540,973,739,315.0,354.0,392.0,425.0,552.0,644.0,647.0,714.0,545.0,792.0,638.0,641.0,1000.0,1002.0,777.0,1182.0
2016-06-09,332,564,543,995,741,314.0,356.0,392.0,422.0,552.0,647.0,647.0,702.0,545.0,799.0,638.0,648.0,976.0,991.0,777.0,1371.0
2016-06-10,327,560,543,1006,736,311.0,356.0,389.0,420.0,554.0,647.0,645.0,694.0,546.0,799.0,642.0,655.0,927.0,991.0,770.0,1478.0
2016-06-13,322,557,542,1014,730,312.0,360.0,396.0,417.0,555.0,666.0,640.0,681.0,546.0,819.0,703.0,659.0,897.0,1010.0,891.0,1581.0
2016-06-14,317,554,543,1018,713,315.0,361.0,399.0,417.0,559.0,679.0,643.0,681.0,548.0,842.0,713.0,659.0,873.0,1020.0,920.0,1581.0
2016-06-15,315,552,545,1000,705,318.0,363.0,399.0,415.0,563.0,686.0,643.0,671.0,556.0,863.0,713.0,656.0,878.0,1023.0,920.0,1607.0
2016-06-16,314,552,545,976,712,322.0,366.0,399.0,415.0,570.0,693.0,643.0,665.0,569.0,874.0,713.0,649.0,897.0,1016.0,920.0,1444.0
2016-06-17,311,554,546,927,714,329.0,366.0,403.0,415.0,577.0,693.0,646.0,661.0,585.0,874.0,721.0,645.0,913.0,1016.0,926.0,1487.0
2016-06-20,312,555,546,897,718,331.0,376.0,412.0,416.0,583.0,700.0,677.0,661.0,601.0,872.0,727.0,650.0,919.0,937.0,843.0,1853.0
2016-06-21,315,559,548,873,711,336.0,379.0,416.0,416.0,587.0,702.0,686.0,661.0,618.0,850.0,721.0,650.0,936.0,906.0,848.0,1853.0
2016-06-22,318,563,556,878,705,338.0,383.0,416.0,417.0,593.0,701.0,686.0,660.0,634.0,827.0,721.0,657.0,955.0,895.0,848.0,1964.0
2016-06-23,322,570,569,897,710,342.0,386.0,416.0,418.0,606.0,698.0,686.0,662.0,662.0,806.0,721.0,673.0,996.0,877.0,848.0,2118.0
2016-06-24,329,577,585,913,713,344.0,386.0,420.0,420.0,619.0,698.0,694.0,688.0,691.0,806.0,714.0,700.0,1030.0,877.0,861.0,2389.0
2016-06-27,331,583,601,919,714,347.0,392.0,431.0,422.0,627.0,690.0,715.0,673.0,710.0,752.0,687.0,739.0,1049.0,803.0,1001.0,2325.0
2016-06-28,336,587,618,936,703,349.0,396.0,432.0,422.0,633.0,684.0,719.0,673.0,735.0,719.0,674.0,739.0,1034.0,780.0,986.0,2325.0
2016-06-29,338,593,634,955,695,349.0,399.0,432.0,422.0,637.0,676.0,719.0,674.0,755.0,692.0,674.0,750.0,1019.0,768.0,986.0,2298.0
2016-06-30,342,606,662,996,694,352.0,401.0,432.0,422.0,639.0,671.0,719.0,676.0,779.0,673.0,674.0,751.0,1008.0,757.0,986.0,2196.0
2016-07-01,344,619,691,1030,691,354.0,401.0,432.0,422.0,644.0,671.0,719.0,676.0,792.0,673.0,674.0,741.0,1002.0,757.0,986.0,2067.0
2016-07-04,347,627,710,1049,686,356.0,397.0,432.0,419.0,647.0,663.0,721.0,681.0,799.0,648.0,644.0,713.0,991.0,758.0,1054.0,1971.0
2016-07-05,349,633,735,1034,679,358.0,395.0,429.0,419.0,651.0,660.0,718.0,681.0,809.0,641.0,640.0,713.0,987.0,759.0,1079.0,1971.0
2016-07-06,349,637,755,1019,673,360.0,394.0,429.0,417.0,666.0,654.0,718.0,681.0,819.0,640.0,640.0,705.0,1010.0,770.0,1079.0,1970.0
2016-07-07,352,639,779,1008,672,361.0,392.0,429.0,415.0,679.0,647.0,718.0,680.0,842.0,638.0,640.0,699.0,1020.0,777.0,1079.0,2012.0
2016-07-08,354,644,792,1002,669,363.0,392.0,425.0,413.0,686.0,647.0,714.0,678.0,863.0,638.0,641.0,704.0,1023.0,777.0,1182.0,2218.0
2016-07-11,356,647,799,991,666,366.0,391.0,419.0,410.0,693.0,642.0,688.0,677.0,874.0,659.0,658.0,729.0,1016.0,795.0,1566.0,2235.0
2016-07-12,358,651,809,987,654,371.0,394.0,417.0,410.0,697.0,639.0,681.0,677.0,879.0,687.0,659.0,729.0,986.0,833.0,1581.0,2235.0
2016-07-13,360,666,819,1010,639,376.0,396.0,417.0,409.0,700.0,640.0,681.0,676.0,872.0,703.0,659.0,745.0,937.0,891.0,1581.0,2235.0
2016-07-14,361,679,842,1020,628,379.0,399.0,417.0,408.0,702.0,643.0,681.0,674.0,850.0,713.0,659.0,763.0,906.0,920.0,1581.0,2154.0
2016-07-15,363,686,863,1023,620,383.0,399.0,415.0,410.0,701.0,643.0,671.0,673.0,827.0,713.0,656.0,790.0,895.0,920.0,1607.0,2018.0
2016-07-18,366,693,874,1016,612,386.0,405.0,415.0,413.0,698.0,652.0,660.0,676.0,806.0,726.0,646.0,838.0,877.0,885.0,1680.0,2003.0
2016-07-19,371,697,879,986,604,390.0,407.0,416.0,413.0,697.0,666.0,661.0,676.0,784.0,727.0,650.0,838.0,841.0,852.0,1853.0,2003.0
2016-07-20,376,700,872,937,599,392.0,412.0,416.0,417.0,690.0,677.0,661.0,678.0,752.0,727.0,650.0,860.0,803.0,843.0,1853.0,1950.0
2016-07-21,379,702,850,906,592,396.0,416.0,416.0,421.0,684.0,686.0,661.0,682.0,719.0,721.0,650.0,885.0,780.0,848.0,1853.0,1826.0
2016-07-22,383,701,827,895,589,399.0,416.0,417.0,424.0,676.0,686.0,660.0,691.0,692.0,721.0,657.0,905.0,768.0,848.0,1964.0,1637.0
2016-07-25,386,698,806,877,582,401.0,425.0,421.0,428.0,671.0,702.0,671.0,705.0,673.0,706.0,722.0,923.0,757.0,910.0,2383.0,1471.0
2016-07-26,390,697,784,841,579,400.0,428.0,422.0,428.0,667.0,712.0,673.0,705.0,658.0,700.0,739.0,923.0,757.0,974.0,2325.0,1471.0
2016-07-27,392,690,752,803,567,397.0,431.0,422.0,430.0,663.0,715.0,673.0,710.0,648.0,687.0,739.0,925.0,758.0,1001.0,2325.0,1348.0
2016-07-28,396,684,719,780,559,395.0,432.0,422.0,430.0,660.0,719.0,673.0,714.0,641.0,674.0,739.0,925.0,759.0,986.0,2325.0,1275.0
