date,vessel_type,freight_index
2014-07-10,Handysize,393
2014-07-10,Panamax,702
2014-07-10,Supramax,684
2014-07-11,Capesize,1465
2014-07-11,Handysize,390
2014-07-11,Panamax,679
2014-07-11,Supramax,681
2014-07-14,Capesize,1422
2014-07-14,Handysize,385
2014-07-14,Panamax,666
2014-07-14,Supramax,679
2014-07-15,Capesize,1377
2014-07-15,Handysize,380
2014-07-15,Panamax,644
2014-07-15,Supramax,675
2014-07-16,Capesize,1289
2014-07-16,Handysize,377
2014-07-16,Panamax,621
2014-07-16,Supramax,671
2014-07-17,Capesize,1248
2014-07-17,Handysize,373
2014-07-17,Panamax,603
2014-07-17,Supramax,666
2014-07-18,Capesize,1235
2014-07-18,Handysize,372
2014-07-18,Panamax,586
2014-07-18,Supramax,660
2014-07-21,Capesize,1194
2014-07-21,Handysize,369
2014-07-21,Panamax,576
2014-07-21,Supramax,659
2014-07-22,Capesize,1191
2014-07-22,Handysize,364
2014-07-22,Panamax,576
2014-07-22,Supramax,659
2014-07-23,Capesize,1198
2014-07-23,Handysize,361
2014-07-23,Panamax,584
2014-07-23,Supramax,661
2014-07-24,Capesize,1201
2014-07-24,Handysize,358
2014-07-24,Panamax,596
2014-07-24,Supramax,661
2014-07-25,Capesize,1193
2014-07-25,Handysize,357
2014-07-25,Panamax,606
2014-07-25,Supramax,666
2014-07-28,Capesize,1187
2014-07-28,Handysize,358
2014-07-28,Panamax,616
2014-07-28,Supramax,679
2014-07-29,Capesize,1195
2014-07-29,Handysize,357
2014-07-29,Panamax,624
2014-07-29,Supramax,684
2014-07-30,Capesize,1200
2014-07-30,Handysize,356
2014-07-30,Panamax,625
2014-07-30,Supramax,688
2014-07-31,Capesize,1195
2014-07-31,Handysize,355
2014-07-31,Panamax,619
2014-07-31,Supramax,704
2014-08-01,Capesize,1176
2014-08-01,Handysize,357
2014-08-01,Panamax,611
2014-08-01,Supramax,716
2014-08-04,Capesize,1178
2014-08-04,Handysize,356
2014-08-04,Panamax,610
2014-08-04,Supramax,728
2014-08-05,Capesize,1163
2014-08-05,Handysize,357
2014-08-05,Panamax,609
2014-08-05,Supramax,740
2014-08-06,Capesize,1153
2014-08-06,Handysize,358
2014-08-06,Panamax,609
2014-08-06,Supramax,753
2014-08-07,Capesize,1150
2014-08-07,Handysize,360
2014-08-07,Panamax,616
2014-08-07,Supramax,767
2014-08-08,Capesize,1166
2014-08-08,Handysize,363
2014-08-08,Panamax,624
2014-08-08,Supramax,785
2014-08-11,Capesize,1197
2014-08-11,Handysize,366
2014-08-11,Panamax,634
2014-08-11,Supramax,804
2014-08-12,Capesize,1350
2014-08-12,Handysize,370
2014-08-12,Panamax,651
2014-08-12,Supramax,819
2014-08-13,Capesize,1546
2014-08-13,Handysize,373
2014-08-13,Panamax,674
2014-08-13,Supramax,829
2014-08-14,Capesize,1882
2014-08-14,Handysize,376
2014-08-14,Panamax,739
2014-08-14,Supramax,845
2014-08-15,Capesize,2151
2014-08-15,Handysize,382
2014-08-15,Panamax,803
2014-08-15,Supramax,861
2014-08-18,Capesize,2254
2014-08-18,Handysize,387
2014-08-18,Panamax,836
2014-08-18,Supramax,877
2014-08-19,Capesize,2256
2014-08-19,Handysize,394
2014-08-19,Panamax,837
2014-08-19,Supramax,889
2014-08-20,Capesize,2380
2014-08-20,Handysize,399
2014-08-20,Panamax,828
2014-08-20,Supramax,902
2014-08-21,Capesize,2578
2014-08-21,Handysize,406
2014-08-21,Panamax,818
2014-08-21,Supramax,912
2014-08-22,Capesize,2535
2014-08-22,Handysize,413
2014-08-22,Panamax,812
2014-08-22,Supramax,925
2014-08-26,Capesize,2430
2014-08-26,Handysize,420
2014-08-26,Panamax,808
2014-08-26,Supramax,937
2014-08-27,Capesize,2366
2014-08-27,Handysize,427
2014-08-27,Panamax,811
2014-08-27,Supramax,944
2014-08-28,Capesize,2551
2014-08-28,Handysize,437
2014-08-28,Panamax,842
2014-08-28,Supramax,952
2014-08-29,Capesize,2627
2014-08-29,Handysize,442
2014-08-29,Panamax,871
2014-08-29,Supramax,963
2014-09-01,Capesize,2606
2014-09-01,Handysize,450
2014-09-01,Panamax,888
2014-09-01,Supramax,970
2014-09-02,Capesize,2568
2014-09-02,Handysize,456
2014-09-02,Panamax,903
2014-09-02,Supramax,977
2014-09-03,Capesize,2489
2014-09-03,Handysize,462
2014-09-03,Panamax,919
2014-09-03,Supramax,983
2014-09-04,Capesize,2464
2014-09-04,Handysize,466
2014-09-04,Panamax,927
2014-09-04,Supramax,988
2014-09-05,Capesize,2483
2014-09-05,Handysize,469
2014-09-05,Panamax,931
2014-09-05,Supramax,993
2014-09-08,Capesize,2519
2014-09-08,Handysize,472
2014-09-08,Panamax,940
2014-09-08,Supramax,997
2014-09-09,Capesize,2596
2014-09-09,Handysize,472
2014-09-09,Panamax,940
2014-09-09,Supramax,995
2014-09-10,Capesize,2602
2014-09-10,Handysize,474
2014-09-10,Panamax,916
2014-09-10,Supramax,1001
2014-09-11,Capesize,2570
2014-09-11,Handysize,476
2014-09-11,Panamax,895
2014-09-11,Supramax,1003
2014-09-12,Capesize,2546
2014-09-12,Handysize,477
2014-09-12,Panamax,875
2014-09-12,Supramax,1000
2014-09-15,Capesize,2523
2014-09-15,Handysize,479
2014-09-15,Panamax,860
2014-09-15,Supramax,1006
2014-09-16,Capesize,2442
2014-09-16,Handysize,484
2014-09-16,Panamax,843
2014-09-16,Supramax,1016
2014-09-17,Capesize,2342
2014-09-17,Handysize,488
2014-09-17,Panamax,829
2014-09-17,Supramax,1028
2014-09-18,Capesize,2192
2014-09-18,Handysize,494
2014-09-18,Panamax,819
2014-09-18,Supramax,1031
2014-09-19,Capesize,2112
2014-09-19,Handysize,498
2014-09-19,Panamax,814
2014-09-19,Supramax,1030
2014-09-22,Capesize,2118
2014-09-22,Handysize,505
2014-09-22,Panamax,809
2014-09-22,Supramax,1029
2014-09-23,Capesize,2077
2014-09-23,Handysize,513
2014-09-23,Panamax,800
2014-09-23,Supramax,1032
2014-09-24,Capesize,1967
2014-09-24,Handysize,521
2014-09-24,Panamax,798
2014-09-24,Supramax,1041
2014-09-25,Capesize,1837
2014-09-25,Handysize,525
2014-09-25,Panamax,799
2014-09-25,Supramax,1045
2014-09-26,Capesize,1852
2014-09-26,Handysize,526
2014-09-26,Panamax,807
2014-09-26,Supramax,1046
2014-09-29,Capesize,1922
2014-09-29,Handysize,528
2014-09-29,Panamax,812
2014-09-29,Supramax,1053
2014-09-30,Capesize,1915
2014-09-30,Handysize,529
2014-09-30,Panamax,826
2014-09-30,Supramax,1054
2014-10-01,Capesize,1853
2014-10-01,Handysize,531
2014-10-01,Panamax,854
2014-10-01,Supramax,1051
2014-10-02,Capesize,1788
2014-10-02,Handysize,531
2014-10-02,Panamax,878
2014-10-02,Supramax,1045
2014-10-03,Capesize,1758
2014-10-03,Handysize,530
2014-10-03,Panamax,887
2014-10-03,Supramax,1033
2014-10-06,Capesize,1735
2014-10-06,Handysize,530
2014-10-06,Panamax,889
2014-10-06,Supramax,1028
2014-10-07,Capesize,1698
2014-10-07,Handysize,528
2014-10-07,Panamax,884
2014-10-07,Supramax,1017
2014-10-08,Capesize,1632
2014-10-08,Handysize,523
2014-10-08,Panamax,869
2014-10-08,Supramax,1007
2014-10-09,Capesize,1580
2014-10-09,Handysize,520
2014-10-09,Panamax,864
2014-10-09,Supramax,993
2014-10-10,Capesize,1544
2014-10-10,Handysize,516
2014-10-10,Panamax,865
2014-10-10,Supramax,980
2014-10-13,Capesize,1521
2014-10-13,Handysize,513
2014-10-13,Panamax,868
2014-10-13,Supramax,970
2014-10-14,Capesize,1485
2014-10-14,Handysize,510
2014-10-14,Panamax,885
2014-10-14,Supramax,959
2014-10-15,Capesize,1376
2014-10-15,Handysize,506
2014-10-15,Panamax,909
2014-10-15,Supramax,952
2014-10-16,Capesize,1315
2014-10-16,Handysize,503
2014-10-16,Panamax,940
2014-10-16,Supramax,944
2014-10-17,Capesize,1362
2014-10-17,Handysize,501
2014-10-17,Panamax,966
2014-10-17,Supramax,933
2014-10-20,Capesize,1512
2014-10-20,Handysize,498
2014-10-20,Panamax,995
2014-10-20,Supramax,923
2014-10-21,Capesize,2003
2014-10-21,Handysize,498
2014-10-21,Panamax,1032
2014-10-21,Supramax,916
2014-10-22,Capesize,2186
2014-10-22,Handysize,496
2014-10-22,Panamax,1066
2014-10-22,Supramax,911
2014-10-23,Capesize,2258
2014-10-23,Handysize,491
2014-10-23,Panamax,1099
2014-10-23,Supramax,907
2014-10-24,Capesize,2422
2014-10-24,Handysize,489
2014-10-24,Panamax,1121
2014-10-24,Supramax,906
2014-10-27,Capesize,2852
2014-10-27,Handysize,485
2014-10-27,Panamax,1137
2014-10-27,Supramax,900
2014-10-28,Capesize,3436
2014-10-28,Handysize,481
2014-10-28,Panamax,1172
2014-10-28,Supramax,899
2014-10-29,Capesize,3560
2014-10-29,Handysize,476
2014-10-29,Panamax,1202
2014-10-29,Supramax,898
2014-10-30,Capesize,3534
2014-10-30,Handysize,472
2014-10-30,Panamax,1222
2014-10-30,Supramax,896
2014-10-31,Capesize,3552
2014-10-31,Handysize,467
2014-10-31,Panamax,1233
2014-10-31,Supramax,891
2014-11-03,Capesize,3640
2014-11-03,Handysize,463
2014-11-03,Panamax,1241
2014-11-03,Supramax,892
2014-11-04,Capesize,3781
2014-11-04,Handysize,458
2014-11-04,Panamax,1238
2014-11-04,Supramax,889
2014-11-05,Capesize,3702
2014-11-05,Handysize,457
2014-11-05,Panamax,1224
2014-11-05,Supramax,888
2014-11-06,Capesize,3612
2014-11-06,Handysize,455
2014-11-06,Panamax,1205
2014-11-06,Supramax,888
2014-11-07,Capesize,3661
2014-11-07,Handysize,454
2014-11-07,Panamax,1183
2014-11-07,Supramax,886
2014-11-10,Capesize,3613
2014-11-10,Handysize,451
2014-11-10,Panamax,1168
2014-11-10,Supramax,881
2014-11-11,Capesize,3419
2014-11-11,Handysize,451
2014-11-11,Panamax,1150
2014-11-11,Supramax,879
2014-11-12,Capesize,3229
2014-11-12,Handysize,451
2014-11-12,Panamax,1133
2014-11-12,Supramax,876
2014-11-13,Capesize,2972
2014-11-13,Handysize,451
2014-11-13,Panamax,1112
2014-11-13,Supramax,873
2014-11-14,Capesize,2931
2014-11-14,Handysize,450
2014-11-14,Panamax,1089
2014-11-14,Supramax,873
2014-11-17,Capesize,2971
2014-11-17,Handysize,451
2014-11-17,Panamax,1069
2014-11-17,Supramax,875
2014-11-18,Capesize,3106
2014-11-18,Handysize,453
2014-11-18,Panamax,1061
2014-11-18,Supramax,875
2014-11-19,Capesize,3127
2014-11-19,Handysize,455
2014-11-19,Panamax,1055
2014-11-19,Supramax,881
2014-11-20,Capesize,3130
2014-11-20,Handysize,457
2014-11-20,Panamax,1053
2014-11-20,Supramax,904
2014-11-21,Capesize,3038
2014-11-21,Handysize,462
2014-11-21,Panamax,1055
2014-11-21,Supramax,926
2014-11-24,Capesize,2975
2014-11-24,Handysize,469
2014-11-24,Panamax,1059
2014-11-24,Supramax,942
2014-11-25,Capesize,2963
2014-11-25,Handysize,476
2014-11-25,Panamax,1064
2014-11-25,Supramax,956
2014-11-26,Capesize,2612
2014-11-26,Handysize,482
2014-11-26,Panamax,1073
2014-11-26,Supramax,970
2014-11-27,Capesize,2347
2014-11-27,Handysize,487
2014-11-27,Panamax,1099
2014-11-27,Supramax,980
2014-11-28,Capesize,2151
2014-11-28,Handysize,491
2014-11-28,Panamax,1120
2014-11-28,Supramax,984
2014-12-01,Capesize,2025
2014-12-01,Handysize,492
2014-12-01,Panamax,1124
2014-12-01,Supramax,986
2014-12-02,Capesize,1898
2014-12-02,Handysize,495
2014-12-02,Panamax,1119
2014-12-02,Supramax,989
2014-12-03,Capesize,1677
2014-12-03,Handysize,498
2014-12-03,Panamax,1108
2014-12-03,Supramax,987
2014-12-04,Capesize,1452
2014-12-04,Handysize,498
2014-12-04,Panamax,1097
2014-12-04,Supramax,984
2014-12-05,Capesize,1282
2014-12-05,Handysize,499
2014-12-05,Panamax,1088
2014-12-05,Supramax,980
2014-12-08,Capesize,1165
2014-12-08,Handysize,497
2014-12-08,Panamax,1081
2014-12-08,Supramax,971
2014-12-09,Capesize,1075
2014-12-09,Handysize,497
2014-12-09,Panamax,1066
2014-12-09,Supramax,969
2014-12-10,Capesize,979
2014-12-10,Handysize,494
2014-12-10,Panamax,1047
2014-12-10,Supramax,966
2014-12-11,Capesize,879
2014-12-11,Handysize,492
2014-12-11,Panamax,1026
2014-12-11,Supramax,960
2014-12-12,Capesize,763
2014-12-12,Handysize,493
2014-12-12,Panamax,1001
2014-12-12,Supramax,953
2014-12-15,Capesize,659
2014-12-15,Handysize,493
2014-12-15,Panamax,980
2014-12-15,Supramax,950
2014-12-16,Capesize,617
2014-12-16,Handysize,495
2014-12-16,Panamax,961
2014-12-16,Supramax,947
2014-12-17,Capesize,571
2014-12-17,Handysize,496
2014-12-17,Panamax,945
2014-12-17,Supramax,942
2014-12-18,Capesize,517
2014-12-18,Handysize,496
2014-12-18,Panamax,929
2014-12-18,Supramax,932
2014-12-19,Capesize,488
2014-12-19,Handysize,497
2014-12-19,Panamax,907
2014-12-19,Supramax,925
2014-12-22,Capesize,480
2014-12-22,Handysize,495
2014-12-22,Panamax,891
2014-12-22,Supramax,917
2014-12-23,Capesize,472
2014-12-23,Handysize,495
2014-12-23,Panamax,872
2014-12-23,Supramax,906
2014-12-24,Capesize,474
2014-12-24,Handysize,495
2014-12-24,Panamax,856
2014-12-24,Supramax,897
2015-01-02,Capesize,456
2015-01-02,Handysize,488
2015-01-02,Panamax,827
2015-01-02,Supramax,887
2015-01-05,Capesize,442
2015-01-05,Handysize,482
2015-01-05,Panamax,811
2015-01-05,Supramax,884
2015-01-06,Capesize,432
2015-01-06,Handysize,479
2015-01-06,Panamax,794
2015-01-06,Supramax,873
2015-01-07,Capesize,397
2015-01-07,Handysize,466
2015-01-07,Panamax,780
2015-01-07,Supramax,861
2015-01-08,Capesize,335
2015-01-08,Handysize,455
2015-01-08,Panamax,776
2015-01-08,Supramax,843
2015-01-09,Capesize,311
2015-01-09,Handysize,446
2015-01-09,Panamax,764
2015-01-09,Supramax,820
2015-01-12,Capesize,373
2015-01-12,Handysize,441
2015-01-12,Panamax,762
2015-01-12,Supramax,800
2015-01-13,Capesize,537
2015-01-13,Handysize,435
2015-01-13,Panamax,766
2015-01-13,Supramax,778
2015-01-14,Capesize,557
2015-01-14,Handysize,429
2015-01-14,Panamax,766
2015-01-14,Supramax,763
2015-01-15,Capesize,585
2015-01-15,Handysize,425
2015-01-15,Panamax,766
2015-01-15,Supramax,752
2015-01-16,Capesize,620
2015-01-16,Handysize,418
2015-01-16,Panamax,759
2015-01-16,Supramax,735
2015-01-19,Capesize,662
2015-01-19,Handysize,415
2015-01-19,Panamax,751
2015-01-19,Supramax,716
2015-01-20,Capesize,752
2015-01-20,Handysize,410
2015-01-20,Panamax,741
2015-01-20,Supramax,699
2015-01-21,Capesize,971
2015-01-21,Handysize,402
2015-01-21,Panamax,725
2015-01-21,Supramax,684
2015-01-22,Capesize,965
2015-01-22,Handysize,392
2015-01-22,Panamax,704
2015-01-22,Supramax,673
2015-01-23,Capesize,887
2015-01-23,Handysize,380
2015-01-23,Panamax,685
2015-01-23,Supramax,659
2015-01-26,Capesize,857
2015-01-26,Handysize,373
2015-01-26,Panamax,669
2015-01-26,Supramax,650
2015-01-27,Capesize,831
2015-01-27,Handysize,364
2015-01-27,Panamax,648
2015-01-27,Supramax,642
2015-01-28,Capesize,785
2015-01-28,Handysize,356
2015-01-28,Panamax,620
2015-01-28,Supramax,632
2015-01-29,Capesize,725
2015-01-29,Handysize,348
2015-01-29,Panamax,550
2015-01-29,Supramax,618
2015-01-30,Capesize,679
2015-01-30,Handysize,340
2015-01-30,Panamax,508
2015-01-30,Supramax,599
2015-02-02,Capesize,665
2015-02-02,Handysize,332
2015-02-02,Panamax,480
2015-02-02,Supramax,585
2015-02-03,Capesize,663
2015-02-03,Handysize,326
2015-02-03,Panamax,454
2015-02-03,Supramax,567
2015-02-04,Capesize,669
2015-02-04,Handysize,321
2015-02-04,Panamax,437
2015-02-04,Supramax,556
2015-02-05,Capesize,680
2015-02-05,Handysize,309
2015-02-05,Panamax,428
2015-02-05,Supramax,545
2015-02-06,Capesize,689
2015-02-06,Handysize,301
2015-02-06,Panamax,430
2015-02-06,Supramax,538
2015-02-09,Capesize,687
2015-02-09,Handysize,295
2015-02-09,Panamax,434
2015-02-09,Supramax,530
2015-02-10,Capesize,711
2015-02-10,Handysize,289
2015-02-10,Panamax,446
2015-02-10,Supramax,523
2015-02-11,Capesize,700
2015-02-11,Handysize,281
2015-02-11,Panamax,469
2015-02-11,Supramax,516
2015-02-12,Capesize,652
2015-02-12,Handysize,273
2015-02-12,Panamax,489
2015-02-12,Supramax,508
2015-02-13,Capesize,630
2015-02-13,Handysize,268
2015-02-13,Panamax,499
2015-02-13,Supramax,496
2015-02-16,Capesize,614
2015-02-16,Handysize,263
2015-02-16,Panamax,505
2015-02-16,Supramax,486
2015-02-17,Capesize,589
2015-02-17,Handysize,261
2015-02-17,Panamax,508
2015-02-17,Supramax,480
2015-02-18,Capesize,564
2015-02-18,Handysize,260
2015-02-18,Panamax,514
2015-02-18,Supramax,480
2015-02-19,Capesize,539
2015-02-19,Handysize,267
2015-02-19,Panamax,516
2015-02-19,Supramax,478
2015-02-20,Capesize,542
2015-02-20,Handysize,270
2015-02-20,Panamax,514
2015-02-20,Supramax,483
2015-02-23,Capesize,543
2015-02-23,Handysize,266
2015-02-23,Panamax,512
2015-02-23,Supramax,490
2015-02-24,Capesize,534
2015-02-24,Handysize,274
2015-02-24,Panamax,514
2015-02-24,Supramax,492
2015-02-25,Capesize,529
2015-02-25,Handysize,289
2015-02-25,Panamax,519
2015-02-25,Supramax,490
2015-02-26,Capesize,525
2015-02-26,Handysize,300
2015-02-26,Panamax,531
2015-02-26,Supramax,496
2015-02-27,Capesize,521
2015-02-27,Handysize,308
2015-02-27,Panamax,540
2015-02-27,Supramax,506
2015-03-02,Capesize,516
2015-03-02,Handysize,318
2015-03-02,Panamax,551
2015-03-02,Supramax,515
2015-03-03,Capesize,490
2015-03-03,Handysize,327
2015-03-03,Panamax,564
2015-03-03,Supramax,528
2015-03-04,Capesize,478
2015-03-04,Handysize,338
2015-03-04,Panamax,576
2015-03-04,Supramax,541
2015-03-05,Capesize,464
2015-03-05,Handysize,348
2015-03-05,Panamax,583
2015-03-05,Supramax,550
2015-03-06,Capesize,470
2015-03-06,Handysize,352
2015-03-06,Panamax,587
2015-03-06,Supramax,560
2015-03-09,Capesize,468
2015-03-09,Handysize,356
2015-03-09,Panamax,590
2015-03-09,Supramax,566
2015-03-10,Capesize,457
2015-03-10,Handysize,357
2015-03-10,Panamax,591
2015-03-10,Supramax,573
2015-03-11,Capesize,431
2015-03-11,Handysize,361
2015-03-11,Panamax,588
2015-03-11,Supramax,580
2015-03-12,Capesize,394
2015-03-12,Handysize,364
2015-03-12,Panamax,586
2015-03-12,Supramax,589
2015-03-13,Capesize,378
2015-03-13,Handysize,368
2015-03-13,Panamax,585
2015-03-13,Supramax,596
2015-03-16,Capesize,372
2015-03-16,Handysize,370
2015-03-16,Panamax,588
2015-03-16,Supramax,606
2015-03-17,Capesize,366
2015-03-17,Handysize,375
2015-03-17,Panamax,595
2015-03-17,Supramax,611
2015-03-18,Capesize,357
2015-03-18,Handysize,378
2015-03-18,Panamax,604
2015-03-18,Supramax,616
2015-03-19,Capesize,407
2015-03-19,Handysize,383
2015-03-19,Panamax,613
2015-03-19,Supramax,623
2015-03-20,Capesize,423
2015-03-20,Handysize,384
2015-03-20,Panamax,617
2015-03-20,Supramax,627
2015-03-23,Capesize,435
2015-03-23,Handysize,386
2015-03-23,Panamax,617
2015-03-23,Supramax,635
2015-03-24,Capesize,448
2015-03-24,Handysize,388
2015-03-24,Panamax,609
2015-03-24,Supramax,640
2015-03-25,Capesize,455
2015-03-25,Handysize,390
2015-03-25,Panamax,602
2015-03-25,Supramax,645
2015-03-26,Capesize,456
2015-03-26,Handysize,390
2015-03-26,Panamax,599
2015-03-26,Supramax,648
2015-03-27,Capesize,456
2015-03-27,Handysize,390
2015-03-27,Panamax,597
2015-03-27,Supramax,648
2015-03-30,Capesize,460
2015-03-30,Handysize,393
2015-03-30,Panamax,600
2015-03-30,Supramax,647
2015-03-31,Capesize,475
2015-03-31,Handysize,392
2015-03-31,Panamax,598
2015-03-31,Supramax,649
2015-04-01,Capesize,463
2015-04-01,Handysize,389
2015-04-01,Panamax,596
2015-04-01,Supramax,650
2015-04-02,Capesize,454
2015-04-02,Handysize,386
2015-04-02,Panamax,589
2015-04-02,Supramax,646
2015-04-07,Capesize,448
2015-04-07,Handysize,385
2015-04-07,Panamax,584
2015-04-07,Supramax,636
2015-04-08,Capesize,450
2015-04-08,Handysize,382
2015-04-08,Panamax,585
2015-04-08,Supramax,631
2015-04-09,Capesize,461
2015-04-09,Handysize,379
2015-04-09,Panamax,591
2015-04-09,Supramax,624
2015-04-10,Capesize,466
2015-04-10,Handysize,373
2015-04-10,Panamax,600
2015-04-10,Supramax,617
2015-04-13,Capesize,460
2015-04-13,Handysize,369
2015-04-13,Panamax,609
2015-04-13,Supramax,613
2015-04-14,Capesize,470
2015-04-14,Handysize,366
2015-04-14,Panamax,619
2015-04-14,Supramax,609
2015-04-15,Capesize,494
2015-04-15,Handysize,362
2015-04-15,Panamax,626
2015-04-15,Supramax,608
2015-04-16,Capesize,521
2015-04-16,Handysize,360
2015-04-16,Panamax,636
2015-04-16,Supramax,608
2015-04-17,Capesize,532
2015-04-17,Handysize,358
2015-04-17,Panamax,642
2015-04-17,Supramax,612
2015-04-20,Capesize,537
2015-04-20,Handysize,357
2015-04-20,Panamax,646
2015-04-20,Supramax,619
2015-04-21,Capesize,549
2015-04-21,Handysize,355
2015-04-21,Panamax,659
2015-04-21,Supramax,618
2015-04-22,Capesize,544
2015-04-22,Handysize,355
2015-04-22,Panamax,669
2015-04-22,Supramax,619
2015-04-23,Capesize,543
2015-04-23,Handysize,351
2015-04-23,Panamax,680
2015-04-23,Supramax,620
2015-04-24,Capesize,545
2015-04-24,Handysize,348
2015-04-24,Panamax,685
2015-04-24,Supramax,621
2015-04-27,Capesize,546
2015-04-27,Handysize,347
2015-04-27,Panamax,687
2015-04-27,Supramax,624
2015-04-28,Capesize,551
2015-04-28,Handysize,346
2015-04-28,Panamax,685
2015-04-28,Supramax,626
2015-04-29,Capesize,558
2015-04-29,Handysize,345
2015-04-29,Panamax,673
2015-04-29,Supramax,628
2015-04-30,Capesize,565
2015-04-30,Handysize,343
2015-04-30,Panamax,658
2015-04-30,Supramax,627
2015-05-01,Capesize,574
2015-05-01,Handysize,340
2015-05-01,Panamax,647
2015-05-01,Supramax,625
2015-05-05,Capesize,571
2015-05-05,Handysize,335
2015-05-05,Panamax,633
2015-05-05,Supramax,621
2015-05-06,Capesize,574
2015-05-06,Handysize,332
2015-05-06,Panamax,618
2015-05-06,Supramax,618
2015-05-07,Capesize,594
2015-05-07,Handysize,331
2015-05-07,Panamax,603
2015-05-07,Supramax,618
2015-05-08,Capesize,616
2015-05-08,Handysize,329
2015-05-08,Panamax,594
2015-05-08,Supramax,618
2015-05-11,Capesize,660
2015-05-11,Handysize,328
2015-05-11,Panamax,586
2015-05-11,Supramax,618
2015-05-12,Capesize,731
2015-05-12,Handysize,327
2015-05-12,Panamax,583
2015-05-12,Supramax,617
2015-05-13,Capesize,942
2015-05-13,Handysize,326
2015-05-13,Panamax,584
2015-05-13,Supramax,619
2015-05-14,Capesize,972
2015-05-14,Handysize,326
2015-05-14,Panamax,580
2015-05-14,Supramax,624
2015-05-15,Capesize,954
2015-05-15,Handysize,327
2015-05-15,Panamax,579
2015-05-15,Supramax,626
2015-05-18,Capesize,950
2015-05-18,Handysize,326
2015-05-18,Panamax,578
2015-05-18,Supramax,628
2015-05-19,Capesize,923
2015-05-19,Handysize,325
2015-05-19,Panamax,574
2015-05-19,Supramax,626
2015-05-20,Capesize,889
2015-05-20,Handysize,326
2015-05-20,Panamax,565
2015-05-20,Supramax,625
2015-05-21,Capesize,844
2015-05-21,Handysize,327
2015-05-21,Panamax,556
2015-05-21,Supramax,623
2015-05-22,Capesize,816
2015-05-22,Handysize,327
2015-05-22,Panamax,549
2015-05-22,Supramax,624
2015-05-26,Capesize,806
2015-05-26,Handysize,327
2015-05-26,Panamax,540
2015-05-26,Supramax,627
2015-05-27,Capesize,823
2015-05-27,Handysize,327
2015-05-27,Panamax,530
2015-05-27,Supramax,631
2015-05-28,Capesize,817
2015-05-28,Handysize,328
2015-05-28,Panamax,525
2015-05-28,Supramax,635
2015-05-29,Capesize,810
2015-05-29,Handysize,331
2015-05-29,Panamax,524
2015-05-29,Supramax,642
2015-06-01,Capesize,804
2015-06-01,Handysize,332
2015-06-01,Panamax,522
2015-06-01,Supramax,647
2015-06-02,Capesize,821
2015-06-02,Handysize,332
2015-06-02,Panamax,528
2015-06-02,Supramax,652
2015-06-03,Capesize,821
2015-06-03,Handysize,332
2015-06-03,Panamax,544
2015-06-03,Supramax,653
2015-06-04,Capesize,818
2015-06-04,Handysize,333
2015-06-04,Panamax,570
2015-06-04,Supramax,654
2015-06-05,Capesize,865
2015-06-05,Handysize,332
2015-06-05,Panamax,596
2015-06-05,Supramax,654
2015-06-08,Capesize,856
2015-06-08,Handysize,331
2015-06-08,Panamax,608
2015-06-08,Supramax,656
2015-06-09,Capesize,834
2015-06-09,Handysize,331
2015-06-09,Panamax,630
2015-06-09,Supramax,655
2015-06-10,Capesize,816
2015-06-10,Handysize,333
2015-06-10,Panamax,662
2015-06-10,Supramax,654
2015-06-11,Capesize,810
2015-06-11,Handysize,336
2015-06-11,Panamax,696
2015-06-11,Supramax,661
2015-06-12,Capesize,820
2015-06-12,Handysize,338
2015-06-12,Panamax,719
2015-06-12,Supramax,669
2015-06-15,Capesize,840
2015-06-15,Handysize,341
2015-06-15,Panamax,742
2015-06-15,Supramax,678
2015-06-16,Capesize,904
2015-06-16,Handysize,345
2015-06-16,Panamax,772
2015-06-16,Supramax,685
2015-06-17,Capesize,1045
2015-06-17,Handysize,349
2015-06-17,Panamax,817
2015-06-17,Supramax,695
2015-06-18,Capesize,1234
2015-06-18,Handysize,351
2015-06-18,Panamax,847
2015-06-18,Supramax,706
2015-06-19,Capesize,1241
2015-06-19,Handysize,355
2015-06-19,Panamax,851
2015-06-19,Supramax,715
2015-06-22,Capesize,1248
2015-06-22,Handysize,355
2015-06-22,Panamax,845
2015-06-22,Supramax,721
2015-06-23,Capesize,1300
2015-06-23,Handysize,358
2015-06-23,Panamax,834
2015-06-23,Supramax,722
2015-06-24,Capesize,1428
2015-06-24,Handysize,359
2015-06-24,Panamax,829
2015-06-24,Supramax,721
2015-06-25,Capesize,1432
2015-06-25,Handysize,361
2015-06-25,Panamax,827
2015-06-25,Supramax,723
2015-06-26,Capesize,1393
2015-06-26,Handysize,362
2015-06-26,Panamax,833
2015-06-26,Supramax,723
2015-06-29,Capesize,1346
2015-06-29,Handysize,361
2015-06-29,Panamax,838
2015-06-29,Supramax,723
2015-06-30,Capesize,1292
2015-06-30,Handysize,361
2015-06-30,Panamax,845
2015-06-30,Supramax,722
2015-07-01,Capesize,1251
2015-07-01,Handysize,360
2015-07-01,Panamax,858
2015-07-01,Supramax,715
2015-07-02,Capesize,1226
2015-07-02,Handysize,360
2015-07-02,Panamax,883
2015-07-02,Supramax,713
2015-07-03,Capesize,1249
2015-07-03,Handysize,361
2015-07-03,Panamax,908
2015-07-03,Supramax,712
2015-07-06,Capesize,1266
2015-07-06,Handysize,362
2015-07-06,Panamax,927
